ISCO_version,major,major_label,sub_major,sub_major_label,minor,minor_label,unit,description
ISCO-58,8,"Craftsmen, Production-Process Workers, and Labourers Not Elsewhere Classified",,,84,Tobacco Preparers and Tobacco-Product Makers,849,Tobacco-Product Makers Not Elsewhere Classified
ISCO-58,8,"Craftsmen, Production-Process Workers, and Labourers Not Elsewhere Classified",,,85,Craftsmen and Production-Process Workers Not Elsewhere Classified,851,Basketry Weavers and Related Workers
ISCO-58,8,"Craftsmen, Production-Process Workers, and Labourers Not Elsewhere Classified",,,85,Craftsmen and Production-Process Workers Not Elsewhere Classified,852,"Tyre Builders, Vulcanisers and Related Rubber-Product Makers"
ISCO-58,8,"Craftsmen, Production-Process Workers, and Labourers Not Elsewhere Classified",,,85,Craftsmen and Production-Process Workers Not Elsewhere Classified,853,Plastics-Product Makers
ISCO-58,8,"Craftsmen, Production-Process Workers, and Labourers Not Elsewhere Classified",,,85,Craftsmen and Production-Process Workers Not Elsewhere Classified,854,"Tanners, Fellmongers, Pelt Dressers and Related Workers"
ISCO-58,8,"Craftsmen, Production-Process Workers, and Labourers Not Elsewhere Classified",,,85,Craftsmen and Production-Process Workers Not Elsewhere Classified,855,Photographic Dark-Room Workers
ISCO-58,8,"Craftsmen, Production-Process Workers, and Labourers Not Elsewhere Classified",,,85,Craftsmen and Production-Process Workers Not Elsewhere Classified,856,Makers of Musical Instruments and Related Workers
ISCO-58,8,"Craftsmen, Production-Process Workers, and Labourers Not Elsewhere Classified",,,85,Craftsmen and Production-Process Workers Not Elsewhere Classified,857,Stone Cutters and Carvers
ISCO-58,8,"Craftsmen, Production-Process Workers, and Labourers Not Elsewhere Classified",,,85,Craftsmen and Production-Process Workers Not Elsewhere Classified,858,Paper-Product Makers
ISCO-58,8,"Craftsmen, Production-Process Workers, and Labourers Not Elsewhere Classified",,,85,Craftsmen and Production-Process Workers Not Elsewhere Classified,859,Miscellaneous Craftsmen and Production-Process Workers Not Elsewhere Classified
ISCO-58,8,"Craftsmen, Production-Process Workers, and Labourers Not Elsewhere Classified",,,86,"Packers, Labellers and Related Workers",861,"Packers, Labellers and Related Workers"
ISCO-58,8,"Craftsmen, Production-Process Workers, and Labourers Not Elsewhere Classified",,,87,Stationary-Engine and Excavating and Lifting Equipment Operators and Related Workers,871,Operators of Stationary Engines and Related Equipment and Boiler Firemen
ISCO-58,8,"Craftsmen, Production-Process Workers, and Labourers Not Elsewhere Classified",,,87,Stationary-Engine and Excavating and Lifting Equipment Operators and Related Workers,872,Crane and Hoist Operators
ISCO-58,8,"Craftsmen, Production-Process Workers, and Labourers Not Elsewhere Classified",,,87,Stationary-Engine and Excavating and Lifting Equipment Operators and Related Workers,873,Riggers and Cable Splicers
ISCO-58,8,"Craftsmen, Production-Process Workers, and Labourers Not Elsewhere Classified",,,87,Stationary-Engine and Excavating and Lifting Equipment Operators and Related Workers,874,Operators of Earth-Moving and Other Construction Machinery Not Elsewhere Classified
ISCO-58,8,"Craftsmen, Production-Process Workers, and Labourers Not Elsewhere Classified",,,87,Stationary-Engine and Excavating and Lifting Equipment Operators and Related Workers,875,Material-Handling Equipment Operators
ISCO-58,8,"Craftsmen, Production-Process Workers, and Labourers Not Elsewhere Classified",,,87,Stationary-Engine and Excavating and Lifting Equipment Operators and Related Workers,876,"Oilers and Greasers (Stationary Engines, Motor Vehicles and Related Equipment)"
ISCO-58,8,"Craftsmen, Production-Process Workers, and Labourers Not Elsewhere Classified",,,88,Longshoremen and Related Freight Handlers,881,Longshoremen and Related Freight Handlers
ISCO-58,8,"Craftsmen, Production-Process Workers, and Labourers Not Elsewhere Classified",,,89,Labourers Not Elsewhere Classified,899,Labourers Not Elsewhere Classified
ISCO-58,9,"Service, Sport and Recreation Workers",,,90,"Fire Fighters, Policemen, Guards and Related Workers",901,Fire Fighters and Related Workers
ISCO-58,9,"Service, Sport and Recreation Workers",,,90,"Fire Fighters, Policemen, Guards and Related Workers",902,Policemen and Detectives
ISCO-58,9,"Service, Sport and Recreation Workers",,,90,"Fire Fighters, Policemen, Guards and Related Workers",909,Guards and Related Workers Not Elsewhere Classified
ISCO-58,9,"Service, Sport and Recreation Workers",,,91,"Housekeepers, Cooks, Maids and Related Workers",911,"Housekeepers, Housekeeping Stewards and Matrons"
ISCO-58,9,"Service, Sport and Recreation Workers",,,91,"Housekeepers, Cooks, Maids and Related Workers",912,Cooks
ISCO-58,9,"Service, Sport and Recreation Workers",,,91,"Housekeepers, Cooks, Maids and Related Workers",919,"Maids, Valets and Related Service Workers Not Elsewhere Classified"
ISCO-58,9,"Service, Sport and Recreation Workers",,,92,"Waiters, Bartenders and Related Workers",921,"Waiters, Bartenders and Related Workers"
ISCO-58,9,"Service, Sport and Recreation Workers",,,93,"Building Caretakers, Cleaners and Related Workers",931,Building Caretakers
ISCO-58,9,"Service, Sport and Recreation Workers",,,93,"Building Caretakers, Cleaners and Related Workers",932,"Charworkers, Cleaners and Related Workers"
ISCO-58,9,"Service, Sport and Recreation Workers",,,94,"Barbers, Hairdressers, Beauticians and Related Workers",941,"Barbers, Hairdressers, Beauticians and Related Workers"
ISCO-58,9,"Service, Sport and Recreation Workers",,,95,"Launderers, Dry Cleaners and Pressers",951,"Launderers, Dry Cleaners and Pressers"
ISCO-58,9,"Service, Sport and Recreation Workers",,,96,"Athletes, Sportsmen and Related Workers",961,"Athletes, Sportsmen and Related Workers"
ISCO-58,9,"Service, Sport and Recreation Workers",,,97,Photographers and Related Camera Operators,971,Photographers and Related Camera Operators
ISCO-58,9,"Service, Sport and Recreation Workers",,,98,Embalmers and Undertakers,981,Embalmers and Undertakers
